size, time,
1, 0.0003740951999999999754049906375286127513390965759754180908203125, 
2, 0.00002663780000000000100089832255623178980386001057922840118408203125, 
4, 0.00002500499999999999860907269610965641959410277195274829864501953125, 
8, 0.00003018329999999999949632234486074366941465996205806732177734375, 
16, 0.000030276500000000000569107261316759149849531240761280059814453125, 
32, 0.00003004330000000000083673450113064262723128194920718669891357421875, 
2, 0.0000277107999999999990285194650940781002645962871611118316650390625, 
4, 0.000028270600000000000004592159985605803740327246487140655517578125, 
8, 0.00002561140000000000012153784922919186328726937063038349151611328125, 
16, 0.00004632460000000000028240465521633950629620812833309173583984375, 
32, 0.0000249583000000000012415408978672104467477765865623950958251953125, 
64, 0.00002775739999999999956491192332208584048203192651271820068359375, 
4, 0.0000273842000000000011729513194058682756804046221077442169189453125, 
8, 0.00002411869999999999999670298456155848043636069633066654205322265625, 
16, 0.00002514490000000000043752119982531922914859023876488208770751953125, 
32, 0.0000248183999999999994130923941515476371932891197502613067626953125, 
64, 0.00002659110000000000024523473529658446068424382247030735015869140625, 
128, 0.0000332155000000000007209267904872973531382740475237369537353515625, 
8, 0.0000229056999999999999213622092764097715189564041793346405029296875, 
16, 0.00002257909999999999867766227457099859066147473640739917755126953125, 
32, 0.000022952300000000000457754667504417511736392043530941009521484375, 
64, 0.0000306031999999999986439465360366085633359034545719623565673828125, 
128, 0.0000327957000000000017925737283430720481192111037671566009521484375, 
256, 0.000039140300000000001999500565119660677737556397914886474609375, 
16, 0.00002467840000000000075350455042144659500991110689938068389892578125, 
32, 0.000026730999999999998685551449995045913965441286563873291015625, 
64, 0.00002589140000000000082884532570659530392731539905071258544921875, 
128, 0.0000318627000000000024245404295353267798418528400361537933349609375, 
256, 0.000039187000000000002755164152379308006857172586023807525634765625, 
512, 0.00006759750000000000458820481608057662015198729932308197021484375, 
32, 0.0000262645999999999992208059296228128687289427034556865692138671875, 
64, 0.0000268242999999999999776074954827009833024931140244007110595703125, 
128, 0.000030836400000000001764451085239926442227442748844623565673828125, 
256, 0.000037227600000000002507770380244522812063223682343959808349609375, 
512, 0.0000563544999999999972058010999642618799043702892959117889404296875, 
1024, 0.0000546751000000000010538465933240814820237574167549610137939453125, 
64, 0.00002463180000000000021711209219343885479247546754777431488037109375, 
128, 0.00002663780000000000100089832255623178980386001057922840118408203125, 
256, 0.0000302766000000000007883783903483987387517117895185947418212890625, 
512, 0.00003876709999999999683127638316904040038934908807277679443359375, 
1024, 0.0000542086000000000013698299439202088478850782848894596099853515625, 
2048, 0.00008406529999999999623432056505833998016896657645702362060546875, 
128, 0.000027804100000000000320575510581733169601648114621639251708984375, 
256, 0.0000306497999999999991803389942646163035533390939235687255859375, 
512, 0.00003890699999999999865972488688470320994383655488491058349609375, 
1024, 0.000056027999999999999569504083307691644222359172999858856201171875, 
2048, 0.00008747080000000000284642032166715353014296852052211761474609375, 
4096, 0.00014298560000000000197624416831132521110703237354755401611328125, 
256, 0.0000333555000000000027686464232345997515949420630931854248046875, 
512, 0.0000401199000000000019039263221554136862323503009974956512451171875, 
1024, 0.0000556548000000000011775434793914740794207318685948848724365234375, 
2048, 0.0000237919999999999985337319208245077106766984798014163970947265625, 
4096, 0.0000248183999999999994130923941515476371932891197502613067626953125, 
8192, 0.00002607789999999999980555449863306449742594850249588489532470703125, 
512, 0.00002514500000000000065679232885695881805077078752219676971435546875, 
1024, 0.0000257980999999999995367892802189402345902635715901851654052734375, 
2048, 0.00002416520000000000031382431375792663175161578692495822906494140625, 
4096, 0.00002561140000000000012153784922919186328726937063038349151611328125, 
8192, 0.00002859710000000000102902096565937739569562836550176143646240234375, 
16384, 0.00002887709999999999834819665311957948006238439120352268218994140625, 
1024, 0.000024771799999999998876699935923539896975853480398654937744140625, 
2048, 0.0000257513999999999987811256929592929054706473834812641143798828125, 
4096, 0.0000297634000000000003486981536848787754934164695441722869873046875, 
8192, 0.00002668440000000000153729078078423953002129564993083477020263671875, 
16384, 0.00002911030000000000146870120232289735895392368547618389129638671875, 
32768, 0.0000327025000000000007197888118870565676843398250639438629150390625, 
2048, 0.0000239320000000000005814515535718101091333664953708648681640625, 
4096, 0.00002458509999999999946144850493379152567285927943885326385498046875, 
8192, 0.00002416520000000000031382431375792663175161578692495822906494140625, 
16384, 0.00002617120000000000109761054412071956676300032995641231536865234375, 
32768, 0.00002994999999999999954467845564298755789423012174665927886962890625, 
65536, 0.0000359679999999999985079053577141650066550937481224536895751953125, 
4096, 0.00002598459999999999851349845314540942808889667503535747528076171875, 
8192, 0.0000249583000000000012415408978672104467477765865623950958251953125, 
16384, 0.0000272442999999999993445028156902054661259171552956104278564453125, 
32768, 0.00002990329999999999878901486838334022877461393363773822784423828125, 
65536, 0.0000350816999999999998955356461660670674973516725003719329833984375, 
131072, 0.0000502433000000000005579210704542703069819253869354724884033203125, 
8192, 0.0000259380000000000013652377839346030441447510384023189544677734375, 
16384, 0.000028270600000000000004592159985605803740327246487140655517578125, 
32768, 0.0000302299000000000000327148030887514096320956014096736907958984375, 
65536, 0.0000356414000000000006523372120259551820709020830690860748291015625, 
131072, 0.0000501498999999999990465938959349756487426930107176303863525390625, 
262144, 0.000099366900000000005720689200128248330656788311898708343505859375, 
2, 0.0000283172000000000005409846182136135439577628858387470245361328125, 
4, 0.00003004330000000000083673450113064262723128194920718669891357421875, 
8, 0.00002943689999999999932426934801110718353811535052955150604248046875, 
16, 0.0000302299000000000000327148030887514096320956014096736907958984375, 
32, 0.00002799069999999999951655581253984195200246176682412624359130859375, 
64, 0.00002752409999999999961326803410432972896160208620131015777587890625, 
4, 0.00003036989999999999869230264681885245181547361426055431365966796875, 
8, 0.00002813060000000000134500431625550476155694923363626003265380859375, 
16, 0.00002855050000000000049262850743136965547819272615015506744384765625, 
32, 0.00002813070000000000156427544528714435045912978239357471466064453125, 
64, 0.00002892369999999999888458911134758722027982003055512905120849609375, 
128, 0.00002803730000000000005294827076784969221989740617573261260986328125, 
8, 0.0000282239999999999994681997017575980635228916071355342864990234375, 
16, 0.0000296699999999999988373709791655841172541840933263301849365234375, 
32, 0.00002887709999999999834819665311957948006238439120352268218994140625, 
64, 0.00002985670000000000164075419917253384483046829700469970703125, 
128, 0.000029670099999999999056642108197223706156364642083644866943359375, 
256, 0.0000288304000000000009806648548771335072160582058131694793701171875, 
16, 0.000029203599999999999372625458793351072017685510218143463134765625, 
32, 0.00002808390000000000058934072899585743243733304552733898162841796875, 
64, 0.00003032320000000000132477084857640647896914742887020111083984375, 
128, 0.00002887709999999999834819665311957948006238439120352268218994140625, 
256, 0.0000278507000000000008569679688097409098190837539732456207275390625, 
512, 0.00002957680000000000115271785172676999309260281734168529510498046875, 
32, 0.000027710699999999998809248336062438511362415738403797149658203125, 
64, 0.0000435255000000000019590336297614641125619527883827686309814453125, 
128, 0.00002911030000000000146870120232289735895392368547618389129638671875, 
256, 0.0000283639000000000012966482054732608730773790739476680755615234375, 
512, 0.00003470850000000000150357504224984950269572436809539794921875, 
1024, 0.00002911030000000000146870120232289735895392368547618389129638671875, 
64, 0.0000298101000000000011043617409445261046130326576530933380126953125, 
128, 0.000031442899999999996719923789356698762276209890842437744140625, 
256, 0.0000370876000000000004600507474972204136065556667745113372802734375, 
512, 0.000030136599999999998740658757601096340295043773949146270751953125, 
1024, 0.0000281772999999999987125361144979507344032754190266132354736328125, 
2048, 0.00003008990000000000137312695935865036744871758855879306793212890625, 
128, 0.0000282238999999999992489285727259584746207110583782196044921875, 
256, 0.00002855050000000000049262850743136965547819272615015506744384765625, 
512, 0.000029343500000000001201073962509013881572172977030277252197265625, 
1024, 0.00002990329999999999878901486838334022877461393363773822784423828125, 
2048, 0.000030603099999999998424675407004968974433722905814647674560546875, 
4096, 0.0000296234999999999985202496499692159659389290027320384979248046875, 
256, 0.0000309296000000000028372360016959419226623140275478363037109375, 
512, 0.0000296234999999999985202496499692159659389290027320384979248046875, 
1024, 0.0000338221000000000026719342016701119746358017437160015106201171875, 
2048, 0.000029343500000000001201073962509013881572172977030277252197265625, 
4096, 0.00002999660000000000008107091387099529811166576109826564788818359375, 
8192, 0.0000306031999999999986439465360366085633359034545719623565673828125, 
512, 0.0000346152000000000002115189967621944333586725406348705291748046875, 
1024, 0.00002855040000000000027335737839973006657601217739284038543701171875, 
2048, 0.00002939019999999999856860576075145985441849916242063045501708984375, 
4096, 0.00003018329999999999949632234486074366941465996205806732177734375, 
8192, 0.0000316760999999999998404283385600166411677491851150989532470703125, 
16384, 0.00004100630000000000073556716273515121429227292537689208984375, 
1024, 0.0000343818999999999968717433185272369655649526976048946380615234375, 
2048, 0.00002953010000000000039705426446712266397298662923276424407958984375, 
4096, 0.0000309762999999999968166360109211865392353502102196216583251953125, 
8192, 0.000032235900000000000816501033451544344643480144441127777099609375, 
16384, 0.00003260919999999999942773276639940149834728799760341644287109375, 
32768, 0.00003704099999999999992365828926921267338912002742290496826171875, 
2048, 0.000031629499999999999304035880332008900950313545763492584228515625, 
4096, 0.000029810000000000000885090611912886515710852108895778656005859375, 
8192, 0.000030603099999999998424675407004968974433722905814647674560546875, 
16384, 0.000031769400000000001132484384047671710504801012575626373291015625, 
32768, 0.000031582799999999998548372293072361571830697357654571533203125, 
65536, 0.0000363877999999999974362584198583903116741566918790340423583984375, 
4096, 0.0000302766000000000007883783903483987387517117895185947418212890625, 
8192, 0.00002892369999999999888458911134758722027982003055512905120849609375, 
16384, 0.000041192900000000003319679253710461352966376580297946929931640625, 
32768, 0.000038627100000000001559820328456140714479261077940464019775390625, 
65536, 0.0000416128000000000024673034448863262468876200728118419647216796875, 
131072, 0.0000410529000000000012719596209631589545097085647284984588623046875, 
8192, 0.000037460799999999998852011351413437978408182971179485321044921875, 
16384, 0.000033308800000000002012982835974952422475325874984264373779296875, 
32768, 0.0000333556000000000029879175522662393404971226118505001068115234375, 
65536, 0.0000353615999999999969954402045946295629619271494448184967041015625, 
131072, 0.000045951300000000001671172922268482352592400275170803070068359375, 
262144, 0.00005504829999999999944580719724029904682538472115993499755859375, 
16384, 0.0000349882999999999983842084716467724092581192962825298309326171875, 
32768, 0.0000376008000000000008997309841607403768648509867489337921142578125, 
65536, 0.000041192900000000003319679253710461352966376580297946929931640625, 
131072, 0.000043058900000000002055745851325951889521093107759952545166015625, 
262144, 0.0000728222999999999956281804269764279524679295718669891357421875, 
524288, 0.00010440520000000000117208742711483182574738748371601104736328125, 
4, 0.000043058900000000002055745851325951889521093107759952545166015625, 
8, 0.0000395602000000000011471247562955255716587998904287815093994140625, 
16, 0.000041192900000000003319679253710461352966376580297946929931640625, 
32, 0.0000418459999999999988115444160552414132325793616473674774169921875, 
64, 0.00003890699999999999865972488688470320994383655488491058349609375, 
128, 0.00004319889999999999732720190603885157543118111789226531982421875, 
8, 0.000042592400000000002371729201922079255382413975894451141357421875, 
16, 0.000041192900000000003319679253710461352966376580297946929931640625, 
32, 0.00004133289999999999859113530842336103887646459043025970458984375, 
64, 0.00004483169999999999971902753248542694564093835651874542236328125, 
128, 0.0000398400999999999982470293147240880671233753673732280731201171875, 
256, 0.000037927299999999998536028000817310612546862103044986724853515625, 
16, 0.000039886699999999998783421772952095807340811006724834442138671875, 
32, 0.0000391869000000000025358930233476684179549920372664928436279296875, 
64, 0.000038300599999999997147259733765167766250669956207275390625, 
128, 0.0000387204000000000028518763739437957838163129054009914398193359375, 
256, 0.000041426099999999999663920224879376519311335869133472442626953125, 
512, 0.0000433388999999999993749215387861539738878491334617137908935546875, 
32, 0.000039093600000000001243836977860013348617940209805965423583984375, 
64, 0.0000408197999999999983707262007914806645203498192131519317626953125, 
128, 0.0000431989999999999975464730350704911643333616666495800018310546875, 
256, 0.0000469310000000000017948698083358749499893747270107269287109375, 
512, 0.0000406798000000000030992701460785809786102618090808391571044921875, 
1024, 0.000042779099999999998398848843894626270412118174135684967041015625, 
64, 0.0000396534000000000022199096727515410520936711691319942474365234375, 
128, 0.0000400733000000000013675338639274059460149146616458892822265625, 
256, 0.00004067970000000000287999901704694138970808126032352447509765625, 
512, 0.0000403997999999999990038308805839761816969257779419422149658203125, 
1024, 0.0000407263999999999968593990262721860062811174429953098297119140625, 
2048, 0.000040213299999999996638989918640305631925002671778202056884765625, 
128, 0.0000391402000000000017802294360880210888353758491575717926025390625, 
256, 0.0000401666000000000026595899094150610153519664891064167022705078125, 
512, 0.0000399333999999999995390853602117431364604271948337554931640625, 
1024, 0.0000434788000000000012033700425018167834423366002738475799560546875, 
2048, 0.0000385805000000000010234278702281329742618254385888576507568359375, 
4096, 0.00004539160000000000091437135640859423801884986460208892822265625, 
256, 0.0000396534000000000022199096727515410520936711691319942474365234375, 
512, 0.00004133289999999999859113530842336103887646459043025970458984375, 
1024, 0.0000402598999999999971753823768683133721424383111298084259033203125, 
2048, 0.000040586500000000001807214100590925909273209981620311737060546875, 
4096, 0.0000409129999999999994435111172474961449552210979163646697998046875, 
8192, 0.00003960680000000000168351721452353331187623552978038787841796875, 
512, 0.000043385499999999999911313997014161714105284772813320159912109375, 
1024, 0.0000394667999999999996357975817762309134195675142109394073486328125, 
2048, 0.0000402598999999999971753823768683133721424383111298084259033203125, 
4096, 0.000040353199999999998467438422355968441479490138590335845947265625, 
8192, 0.0000435255000000000019590336297614641125619527883827686309814453125, 
16384, 0.0000436653999999999970112185554427242095698602497577667236328125, 
1024, 0.000037927299999999998536028000817310612546862103044986724853515625, 
2048, 0.0000412395999999999972990792629357059695394127629697322845458984375, 
4096, 0.0000401199000000000019039263221554136862323503009974956512451171875, 
8192, 0.000040213299999999996638989918640305631925002671778202056884765625, 
16384, 0.000039560100000000000927853627263885982756619341671466827392578125, 
32768, 0.000040493100000000000295886926071631251033977605402469635009765625, 
2048, 0.00004576469999999999908706083129317221391829662024974822998046875, 
4096, 0.0000415194000000000009559762703670315886483876965939998626708984375, 
8192, 0.0000419393000000000001036004615428964825696311891078948974609375, 
16384, 0.00004053980000000000105155051333127858015359379351139068603515625, 
32768, 0.000039886699999999998783421772952095807340811006724834442138671875, 
65536, 0.0000445519000000000028383941030885040390785434283316135406494140625, 
4096, 0.0000391869000000000025358930233476684179549920372664928436279296875, 
8192, 0.0000399333999999999995390853602117431364604271948337554931640625, 
16384, 0.000040493100000000000295886926071631251033977605402469635009765625, 
32768, 0.000046277899999999999526741067956692177176591940224170684814453125, 
65536, 0.0000432921999999999986192579515265066447682329453527927398681640625, 
131072, 0.0000474441000000000020152789159677553243454894982278347015380859375, 
8192, 0.000041846099999999999030815545086881002134759910404682159423828125, 
16384, 0.0000407263999999999968593990262721860062811174429953098297119140625, 
32768, 0.000048377200000000001602583343807140181525028310716152191162109375, 
65536, 0.0000480505999999999969707516200845276443942566402256488800048828125, 
131072, 0.00004795740000000000267423028166291487650596536695957183837890625, 
262144, 0.0000601333000000000024291325895209325835821800865232944488525390625, 
16384, 0.0000430123000000000015193533930979441493036574684083461761474609375, 
32768, 0.0000539752999999999980300542656852513800913584418594837188720703125, 
65536, 0.00005761410000000000120566612249461968531250022351741790771484375, 
131072, 0.000063865400000000000120536913783553245593793690204620361328125, 
262144, 0.000079866700000000005635163169426249396565253846347332000732421875, 
524288, 0.000095728099999999995768813765284477312889066524803638458251953125, 
32768, 0.00006017990000000000296552504774894032379961572587490081787109375, 
65536, 0.000056727800000000002593296410946521746154758147895336151123046875, 
131072, 0.00007025660000000000086385620878814961542957462370395660400390625, 
262144, 0.0000668043000000000000530853139224518599803559482097625732421875, 
524288, 0.000100019999999999994436290784438625678376411087810993194580078125, 
1048576, 0.00015161609999999998651433463781046384610817767679691314697265625, 
8, 0.000081872699999999999642685821754639619030058383941650390625, 
16, 0.00008420519999999999806276906877400278972345404326915740966796875, 
32, 0.000078327199999999997759130010432926383145968429744243621826171875, 
64, 0.000075668100000000001483478617725353387868381105363368988037109375, 
128, 0.00008149949999999999447446163980401934168185107409954071044921875, 
256, 0.000081919299999999993402814701948244646700914017856121063232421875, 
16, 0.00008733090000000000101797181795149072058848105370998382568359375, 
32, 0.00008373880000000000537428712643617245703353546559810638427734375, 
64, 0.00006932360000000000149582290998040434715221635997295379638671875, 
128, 0.00006727090000000000673263667039236679556779563426971435546875, 
256, 0.000072449100000000004012483401094613100212882272899150848388671875, 
512, 0.0000682039000000000061006699692001120638451538980007171630859375, 
32, 0.000067457499999999995764221605298871509148739278316497802734375, 
64, 0.000066617800000000004464507930013184022755012847483158111572265625, 
128, 0.000061439500000000000189126492244895416661165654659271240234375, 
256, 0.000068997000000000003640254764292194522568024694919586181640625, 
512, 0.000063025600000000001825288531431823457751306705176830291748046875, 
1024, 0.00006675779999999999973596398472608370866510085761547088623046875, 
64, 0.000066851000000000000808748901182099189099972136318683624267578125, 
128, 0.000066477799999999995640524719231478911751764826476573944091796875, 
256, 0.000063212299999999997852408173404370472781010903418064117431640625, 
512, 0.000068437199999999995887918491366264106545713730156421661376953125, 
1024, 0.00006456509999999999614879453435634104607743211090564727783203125, 
2048, 0.0000599466999999999998450204985456224449080764316022396087646484375, 
128, 0.000079820099999999998322507133163838943801238201558589935302734375, 
256, 0.000061579499999999995460582546957795102571253664791584014892578125, 
512, 0.000065451500000000001756698952970481286683934740722179412841796875, 
1024, 0.000066757700000000006292956433728846832309500314295291900634765625, 
2048, 0.00006041309999999999930976601891785549014457501471042633056640625, 
4096, 0.00006862379999999999847203058234157424521981738507747650146484375, 
256, 0.000064285199999999999048889975927778550612856633961200714111328125, 
512, 0.000069043599999999997400383644485799550238880328834056854248046875, 
1024, 0.000062652500000000003652599056547245481851859949529170989990234375, 
2048, 0.000064191900000000004533097508474526193822384811937808990478515625, 
4096, 0.000062045999999999995144599196361667736709932796657085418701171875, 
8192, 0.00007706769999999999397853611693420816664001904428005218505859375, 
512, 0.000068483800000000003200574527628674559309729374945163726806640625, 
1024, 0.000078607099999999994859034568861488878610543906688690185546875, 
2048, 0.000072868999999999996383844014236075281587545759975910186767578125, 
4096, 0.000062652500000000003652599056547245481851859949529170989990234375, 
8192, 0.000061952700000000000628806728908415379919460974633693695068359375, 
16384, 0.00006666450000000000522017151727283135187462903559207916259765625, 
1024, 0.00006876370000000000030047908605723705477430485188961029052734375, 
2048, 0.000067457499999999995764221605298871509148739278316497802734375, 
4096, 0.00006955679999999999784006388114931951349717564880847930908203125, 
8192, 0.00007146940000000000388878651502722050281590782105922698974609375, 
16384, 0.000076694500000000002362839091052393314384971745312213897705078125, 
32768, 0.00006363209999999999678076123554859577780007384717464447021484375, 
2048, 0.0000598532999999999983336933240263277866688440553843975067138671875, 
4096, 0.00006190599999999999987314314164876805079984478652477264404296875, 
8192, 0.00006829720000000000061646243665336442063562572002410888671875, 
16384, 0.000066431200000000001880395839037873884080909192562103271484375, 
32768, 0.000061019700000000001260773430100670111642102710902690887451171875, 
65536, 0.0000749217000000000046995574098929182582651264965534210205078125, 
4096, 0.0000672242999999999994199806341299563428037799894809722900390625, 
8192, 0.0000606930999999999966289417063780575745113310404121875762939453125, 
16384, 0.000061906099999999993316150692646004927155445329844951629638671875, 
32768, 0.00007328879999999999531219707638030058660660870373249053955078125, 
65536, 0.000062185899999999996973047700077330546264420263469219207763671875, 
131072, 0.000071376200000000002816001598571205022381036542356014251708984375, 
8192, 0.000064378499999999993564682443381030907403328455984592437744140625, 
16384, 0.000070396599999999996135312263501049301339662633836269378662109375, 
32768, 0.000063818699999999999364873326523905916474177502095699310302734375, 
65536, 0.000063212299999999997852408173404370472781010903418064117431640625, 
131072, 0.000069743400000000000424175972124629652171279303729534149169921875, 
262144, 0.000074361899999999996947221136966987842242815531790256500244140625, 
16384, 0.0000683904999999999951322549041066167774260975420475006103515625, 
32768, 0.000067177599999999998664317046870309013684163801372051239013671875, 
65536, 0.0000665244999999999963961883064911262408713810145854949951171875, 
131072, 0.00006792399999999999544823825470274414328741841018199920654296875, 
262144, 0.00007944679999999999971127540021598179009743034839630126953125, 
524288, 0.0000853715000000000007705780458167055257945321500301361083984375, 
32768, 0.000072869100000000003379378721302117583036306314170360565185546875, 
65536, 0.000074035299999999999091652991278778017658623866736888885498046875, 
131072, 0.00007921349999999999637149972198102432230371050536632537841796875, 
262144, 0.000084951599999999994846690276606437919326708652079105377197265625, 
524288, 0.00010113959999999999638843617422168108532787300646305084228515625, 
1048576, 0.00012068640000000000378661824118609047218342311680316925048828125, 
65536, 0.00008532489999999999345792200955429507303051650524139404296875, 
131072, 0.00008975680000000000094938223949014854952110908925533294677734375, 
262144, 0.000091949300000000004098009431796612034304416738450527191162109375, 
524288, 0.00011219590000000000096745667033104609799920581281185150146484375, 
1048576, 0.0001306697000000000001736222277060051055741496384143829345703125, 
2097152, 0.0002589135999999999803063144288017838334781117737293243408203125, 
16, 0.000061252899999999997605014401269585277987061999738216400146484375, 
32, 0.000061299500000000004917670437531995730751077644526958465576171875, 
64, 0.0000709562999999999968921138293609374159132130444049835205078125, 
128, 0.00006227920000000000504136732359938832814805209636688232421875, 
256, 0.000060459800000000000065429606177502819264191202819347381591796875, 
512, 0.000063725400000000004849080859070653559683705680072307586669921875, 
32, 0.0000623724999999999995571597910526406849385239183902740478515625, 
64, 0.0000607397999999999973846052936377049036309472285211086273193359375, 
128, 0.0000607397999999999973846052936377049036309472285211086273193359375, 
256, 0.000066944299999999995324541368635351545890443958342075347900390625, 
512, 0.000061066200000000001577894759297038262957357801496982574462890625, 
1024, 0.0000759479999999999985833831761539158833329565823078155517578125, 
64, 0.000062978999999999994512632495169413004987291060388088226318359375, 
128, 0.0000598066999999999977973008657983200464514084160327911376953125, 
256, 0.000062092600000000002457255232624078189473948441445827484130859375, 
512, 0.000061299599999999998360677988529232607106678187847137451171875, 
1024, 0.00006339890000000000043652026437968061145511455833911895751953125, 
2048, 0.0000606465000000000028688128261844525468404754064977169036865234375, 
128, 0.00006535819999999999368837932944842350480030290782451629638671875, 
256, 0.000068250499999999999860798849393717091516009531915187835693359375, 
512, 0.0000655914999999999970281550076833809725940227508544921875, 
1024, 0.00007431519999999999619155754970734051312319934368133544921875, 
2048, 0.000061486200000000000944790079504542745780781842768192291259765625, 
4096, 0.000060459800000000000065429606177502819264191202819347381591796875, 
256, 0.0000673642000000000012484291378456191523582674562931060791015625, 
512, 0.000090409900000000003217510979869331322333891876041889190673828125, 
1024, 0.000074828399999999996631237786370860476381494663655757904052734375, 
2048, 0.000065078299999999996588474771019861009335727430880069732666015625, 
4096, 0.000077440899999999999146760298884828443988226354122161865234375, 
8192, 0.000081686099999999997058573730779329480355954729020595550537109375, 
512, 0.000075154999999999994486805932059070300965686328709125518798828125, 
1024, 0.00008812399999999999855755661304357317931135185062885284423828125, 
2048, 0.000066011400000000002952042776893648579061846248805522918701171875, 
4096, 0.000078887099999999998954473834356093675523879937827587127685546875, 
8192, 0.000080333200000000005319179818830122030703932978212833404541015625, 
16384, 0.000073568799999999999407636341874905383519944734871387481689453125, 
1024, 0.000110609799999999999331294631144118056909064762294292449951171875, 
2048, 0.00006349219999999999495231273183293296824558638036251068115234375, 
4096, 0.00006540480000000000100103536571083395756431855261325836181640625, 
8192, 0.000061392799999999999433462904985248087541549466550350189208984375, 
16384, 0.000071376200000000002816001598571205022381036542356014251708984375, 
32768, 0.000059993300000000000381412956773630185125512070953845977783203125, 
2048, 0.000060553200000000001576756780696797477503423579037189483642578125, 
4096, 0.0000604599000000000002847007352091424081663717515766620635986328125, 
8192, 0.000066477900000000002636059426297521213200525380671024322509765625, 
16384, 0.00006120619999999999684935081400993794886744581162929534912109375, 
32768, 0.0000666643999999999982246368102067890504258684813976287841796875, 
65536, 0.00006689770000000000156441248844174651821958832442760467529296875, 
4096, 0.000059993300000000000381412956773630185125512070953845977783203125, 
8192, 0.0000632122000000000044094006224071335964254103600978851318359375, 
16384, 0.000061579499999999995460582546957795102571253664791584014892578125, 
32768, 0.000061952700000000000628806728908415379919460974633693695068359375, 
65536, 0.0000654982000000000025123625402301286158035509288311004638671875, 
131072, 0.000070116600000000005592400154075249929519486613571643829345703125, 
