size,time
2048,0.003585137331519661
4096,0.003487170013416918
8192,0.003950881985769872
16384,0.017620121927325094
1024,0.014189399749576559
2048,0.01091262621456135
4096,0.012918157169434785
8192,0.019098961919636892
16384,0.023464105707669436
32768,0.007215992744820543
2048,0.004545217048925743
4096,0.0037437510846380917
8192,0.005792667566100196
16384,0.00476867583640761
32768,0.0018683767095297732
65536,0.0016505160545112751
4096,0.001639786300623669
8192,0.03272948144498988
16384,0.03980645390031201
32768,0.006326822705278623
65536,0.0017671438141566576
131072,0.0018679101984915292
8192,0.0016934350700608114
16384,0.0027953341431965484
32768,0.005105030295227131
65536,0.003651381898998718
131072,0.005414793624846759
262144,0.00465717969818602
16384,0.003990535424049035
32768,0.00434415079129602
65536,0.004421125112662239
131072,0.004666043407919318
262144,0.03906610088207918
524288,0.018655776432981774
32768,0.004816726473381827
65536,0.005967609205569158
131072,0.004361411699723483
262144,0.006672040873830998
524288,0.0054395187098914555
1048576,0.007326089349926068
65536,0.005370475076181158
131072,0.03608322930137131
262144,0.01858486675511717
524288,0.01961399010623399
1048576,0.01834181450401484
2097152,0.010298697687784575
131072,0.008822190250665773
262144,0.00826237700436483
524288,0.005385403429416069
1048576,0.04842244627192338
2097152,0.02703478119699243
4194304,0.011529820318608497
262144,0.010903295993789808
524288,0.011088500876107688
1048576,0.04174014215524391
2097152,0.02059133073206798
4194304,0.01666797289757449
8388608,0.10858417631878048
524288,0.017527286230647032
1048576,0.014726353954987115
2097152,0.07939038203521953
4194304,0.019420388025221946
8388608,0.03027003524957461
16777216,0.055217179548902706
1048576,0.05875146717721602
2097152,0.031847775582066085
4194304,0.027957073520273212
8388608,0.058270960807474736
16777216,0.08305156066602848
33554432,0.09335399044212167
256,0.007290167999955521
512,0.010061710080183417
1024,0.011893232417666155
2048,0.004703830802045061
4096,0.004155213820669523
8192,0.004070775322685627
512,0.004280238779009515
1024,0.004831188315577606
2048,0.002679172894588966
4096,0.002556013980402838
8192,0.0031526815987517054
16384,0.0027860039224245625
1024,0.0019318222107767014
2048,0.0019234250120820917
4096,0.002011595598375493
8192,0.002451515507759794
16384,0.0024132616025953624
32768,0.002544817715476988
2048,0.0017438182622280252
4096,0.0024393862207565675
8192,0.0026465171218879036
16384,0.0019434849867421278
32768,0.0019462840529733683
65536,0.003253914494124821
4096,0.0019070971257315605
8192,0.0024715754824189418
16384,0.0025056307882351803
32768,0.0018520488231796861
65536,0.0020615122795035745
131072,0.003269775869436664
8192,0.002198200013808993
16384,0.002596600440758934
32768,0.002824257827588106
65536,0.0026413855004632225
131072,0.002715094244559957
262144,0.002499566144734011
16384,0.00229616733191218
32768,0.0030967002741215666
65536,0.0030187929306784156
131072,0.0030141278202924227
262144,0.0032973000207130454
524288,0.003104164450739688
32768,0.002763144881534174
65536,0.0037801389456477708
131072,0.0030817719208870997
262144,0.0041874030823318975
524288,0.003342551591455134
1048576,0.004803197653263425
65536,0.003067776589730009
131072,0.0033649441213077225
262144,0.0032301224311561683
524288,0.0035566801581659035
1048576,0.0045904686196687194
2097152,0.005951281319218182
131072,0.0048806384856678875
262144,0.004566210045662267
524288,0.005379338785914456
1048576,0.005341084880750913
2097152,0.007407262270639592
4194304,0.01583478418266271
262144,0.02218446592883261
524288,0.02120712530299862
1048576,0.009109561050434145
2097152,0.012804328476019755
4194304,0.016321821706945627
8388608,0.038765201262192406
524288,0.02205570888218311
1048576,0.018463573885084905
2097152,0.02833588048360358
4194304,0.05743497302633127
8388608,0.028023318087752713
16777216,0.04956166622814617
1048576,0.03875027290895705
2097152,0.031037912419083824
4194304,0.04654753840785375
8388608,0.041404254207463076
16777216,0.06543283827181945
33554432,0.07540357869947911
2097152,0.09487295038375265
4194304,0.07616259215925592
8388608,0.10548047837907948
16777216,0.0828239032791993
33554432,0.1465847659887327
67108864,0.16785580330401828
512,0.004861511533086116
1024,0.004025523751943538
2048,0.03233901170569453
4096,0.04373261080103674
8192,0.027424317914210405
16384,0.009402529982664554
1024,0.004244783940078101
2048,0.0040371865279080765
4096,0.005944283653640525
8192,0.005223057587988578
16384,0.005267842647692866
32768,0.005800131742716985
2048,0.004605863483941874
4096,0.06632387435551568
8192,0.035517351411568754
16384,0.011446314842701533
32768,0.005259911960036945
65536,0.005613060816245685
4096,0.005245450117841166
8192,0.0061122276275300536
16384,0.00449856594506759
32768,0.004025990262981338
65536,0.005864976777080422
131072,0.008261910493326141
8192,0.021731950221406393
16384,0.016261641782968184
32768,0.019966205940364468
65536,0.014833651493861844
131072,0.008821257228588841
262144,0.0207728035260768
16384,0.006036652839279455
32768,0.005428322444966049
65536,0.005467975883244769
131072,0.005255246849650952
262144,0.004149149177167466
524288,0.005282771000927333
32768,0.00603012168473871
65536,0.037716017936416435
131072,0.05449641999428945
262144,0.01683638338250315
524288,0.007741750685305249
1048576,0.0056928342038427004
65536,0.0036028647509853684
131072,0.0036611786308080596
262144,0.00372462413205632
524288,0.004058179524644601
1048576,0.00760273039580639
2097152,0.02286277297893413
131072,0.028067170125379626
262144,0.00524498360680159
524288,0.005581338065621111
1048576,0.00815367993237448
2097152,0.011161743109165734
4194304,0.013023122153116518
262144,0.03130429022211523
524288,0.018179935173625594
1048576,0.011000330289815174
2097152,0.012553345537262395
4194304,0.0473713969019931
8388608,0.029954673787491615
524288,0.023071303413181532
1048576,0.017509092300142193
2097152,0.0176691055863758
4194304,0.04646356642090854
8388608,0.04237273112356377
16777216,0.06229928362564863
1048576,0.03784804056033586
2097152,0.0649509323689621
4194304,0.04785330280485134
8388608,0.03296040440908854
16777216,0.05825509943216289
33554432,0.076118740121629
2097152,0.07646862340056693
4194304,0.11813039170132988
8388608,0.10950833468621646
16777216,0.09617824826971066
33554432,0.08694132970574486
67108864,0.1414209553026442
4194304,0.13156497659047517
8388608,0.13491312631439634
16777216,0.13803221911836872
33554432,0.14765587533332258
67108864,0.1744723293642565
134217728,0.2758880970641524
1024,0.005959678517912792
2048,0.006205529835247248
4096,0.005171274862705744
8192,0.006060911413285908
16384,0.06204736766481389
32768,0.017520288565068043
2048,0.026486630726656912
4096,0.003672841406773486
8192,0.0036733079178130623
16384,0.00482185809480562
32768,0.005837452625804929
65536,0.007205729501970737
4096,0.006248448850795896
8192,0.0036919683593552577
16384,0.003595867085406823
32768,0.06588208840197574
65536,0.035394659008421314
131072,0.00753228722898136
8192,0.005375606697606727
16384,0.005295833310007936
32768,0.005618192437669478
65536,0.004606796506017474
131072,0.005219792010718649
262144,0.007464643128384907
16384,0.012213725501172945
32768,0.02489536157404615
65536,0.017457309574860247
131072,0.01546950603945163
262144,0.014917156969767476
524288,0.01680559365395773
32768,0.0055323544065704056
65536,0.005718958822003017
131072,0.0061635438417741994
262144,0.0061850033495503
524288,0.007778605057353616
1048576,0.007579404843877313
65536,0.06778778599459123
131072,0.030166469799008055
262144,0.01525771002793519
524288,0.006800797920480051
1048576,0.02951988549953022
2097152,0.02269529551608329
131072,0.016370805365996333
262144,0.006983670247604934
524288,0.007450181286190016
1048576,0.00774781532880553
2097152,0.009305029175600055
4194304,0.012018257376006147
262144,0.009471573616375295
524288,0.010113492805466251
1048576,0.010637384701796648
2097152,0.011714092178849
4194304,0.014909226282112442
8388608,0.020727551955333823
524288,0.014222988544355886
1048576,0.0164524447977481
2097152,0.015544614316663541
4194304,0.021227185277657767
8388608,0.040950805477958596
16777216,0.037515418189824956
1048576,0.02566837036498093
2097152,0.0330994246985874
4194304,0.03161871866211996
8388608,0.033832780051241684
16777216,0.04571201713774897
33554432,0.06976719233130524
2097152,0.04971048324945393
4194304,0.05373180840205194
8388608,0.05240505100831783
16777216,0.0628423024745608
33554432,0.08623223292709525
67108864,0.13114884874405952
4194304,0.08758978004937568
8388608,0.09733752820059216
16777216,0.10129260878570889
33554432,0.12425334908274621
67108864,0.170035809387322
134217728,0.2642752377806765
8388608,0.17203247663246302
16777216,0.19160074865691357
33554432,0.20038001989203025
67108864,0.24509137085201793
134217728,0.34482489974677755
268435456,0.5273501426590759
2048,0.0021655442411070425
4096,0.001793734943356995
8192,0.0023213589279933444
16384,0.0023218254390329207
32768,0.0023740746753535547
65536,0.0029315553664623906
4096,0.0018380534920225955
8192,0.0017750745018130232
16384,0.0022984998871038442
32768,0.0023446844799241973
65536,0.002495367545385818
131072,0.002892368439221471
8192,0.0026917686926317685
16384,0.0024958340564253945
32768,0.0019290231445445727
65536,0.0018674436874519529
131072,0.0025429516713213474
262144,0.0028891028619515424
16384,0.002813994584739632
32768,0.0029936013345945867
65536,0.0021436182222949185
131072,0.0022019321021176097
262144,0.0030332547728750825
524288,0.0034372533322883925
32768,0.0031214253591667074
65536,0.0031713420402965653
131072,0.003160612286407627
262144,0.003382671540775206
524288,0.003036053839105435
1048576,0.0035090960322303744
65536,0.003741418529443763
131072,0.0038916350838693603
262144,0.004027389796098291
524288,0.00422005885503296
1048576,0.004346949857527704
2097152,0.005771674569363228
131072,0.0050411182829410706
262144,0.0054698419274004095
524288,0.005529555340338277
1048576,0.006252180939105401
2097152,0.007583603443224618
4194304,0.010618257749214877
262144,0.007833186848868579
524288,0.008284303023177841
1048576,0.008814726074048096
2097152,0.010087834698344622
4194304,0.012949413409019783
8388608,0.018761207927701307
524288,0.013205527969203601
1048576,0.014454844530531474
2097152,0.015451778619986811
4194304,0.017881368108932705
8388608,0.02345850757520651
16777216,0.03476626863944787
1048576,0.0237351486210855
2097152,0.026496893969504498
4194304,0.028238846187576883
8388608,0.03287409986695167
16777216,0.04488955817672391
33554432,0.06715426400419489
2097152,0.044990324561059225
4194304,0.050390189832672405
8388608,0.05465736630259954
16777216,0.06258898698061088
33554432,0.0861142056343347
67108864,0.13208933499784692
4194304,0.08725062652432669
8388608,0.09695685519310615
16777216,0.10474059187188445
33554432,0.12337630833020796
67108864,0.1688821275889012
134217728,0.26002205664190114
8388608,0.17100661885861612
16777216,0.19417728912301513
33554432,0.20839421302386896
67108864,0.24509463642928608
134217728,0.3365531925216416
268435456,0.5276202525504168
16777216,0.3408264336350726
33554432,0.3821145265939272
67108864,0.41524240846586835
134217728,0.48801719746292704
268435456,0.6865489006200889
536870912,1.0491917229745482
4096,0.0023530816786170305
8192,0.0027421518847994264
16384,0.002413261602598027
32768,0.0024375201766027033
65536,0.0030971667851602547
131072,0.0029478832528120336
8192,0.0026763738283577254
16384,0.0019677435607476923
32768,0.001876773908225715
65536,0.0025681432674034
131072,0.002958613006700972
262144,0.0031526815987525936
16384,0.0028709089314453706
32768,0.002115161048941161
65536,0.002137553578791085
131072,0.002936220476851048
262144,0.003155480664982946
524288,0.003529156006887746
32768,0.0030491161481869256
65536,0.0032105289675357085
131072,0.0032291894090796802
262144,0.002659579430968506
524288,0.0030061971326382775
1048576,0.004135153846011264
65536,0.0037414185294473157
131072,0.0037689426807219206
262144,0.0038557137338983694
524288,0.0037442175956741153
1048576,0.004161278464170692
2097152,0.005970408271799954
131072,0.004991668112850789
262144,0.005499232122829767
524288,0.005895766505624067
1048576,0.0062428507183369675
2097152,0.007795865965782411
4194304,0.010029054307484131
262144,0.007691834004177167
524288,0.008901963638262345
1048576,0.009085768987468157
2097152,0.010224988943686952
4194304,0.013130419691989914
8388608,0.018712690779690178
524288,0.013145348045224381
1048576,0.015239049586391218
2097152,0.01563558396918907
4194304,0.017670038608454064
8388608,0.023473902439480554
16777216,0.035180530441710545
1048576,0.023869503800199254
2097152,0.027856773646981026
4194304,0.02921105519198619
8388608,0.0330373787304552
16777216,0.04447296381927046
33554432,0.06767628985636875
2097152,0.04556413313851948
4194304,0.05335906608222274
8388608,0.05545136809027085
16777216,0.06358312200383409
33554432,0.08629334587315185
67108864,0.13202262391932607
4194304,0.08761823722272766
8388608,0.1031829115140539
16777216,0.10807521277568455
33554432,0.12465268253177442
67108864,0.17050092089278834
134217728,0.26310196251863616
8388608,0.17158695859061623
16777216,0.20486412399490206
33554432,0.21198728104304365
67108864,0.24595861487274462
134217728,0.3358268348345632
268435456,0.5228529762471226
16777216,0.34581483617065345
33554432,0.4047505752081122
67108864,0.4204174154168854
134217728,0.48745831723870126
268435456,0.6691433737705097
536870912,1.0480734960150642
33554432,0.6807846902273411
67108864,0.8040826247030708
134217728,0.8406304989988698
268435456,0.974681979424993
536870912,1.3743709098644672
1073741824,2.0958927435140993
8192,0.002428189955828941
16384,0.0020834382983210276
32768,0.0028699759093697708
65536,0.003150815554597841
131072,0.0030892360975016686
262144,0.0035212253192327125
16384,0.002173941439806981
32768,0.0022387864741588714
65536,0.0029875366910943058
131072,0.0028214587613533126
262144,0.003083637965040964
524288,0.0035123616095020793
32768,0.002979139492403249
65536,0.0030220585079447915
131072,0.0024067304480581697
262144,0.0025728083777920574
524288,0.0039182262130736945
1048576,0.004502764544419335
65536,0.0038617783774057557
131072,0.004062378123990129
262144,0.0033719417868809387
524288,0.003625257280837957
1048576,0.0049436174758810125
2097152,0.005996532889959383
131072,0.0051997320360612775
262144,0.005574806911084806
524288,0.005686303049301955
1048576,0.0061602782645024945
2097152,0.006474240193476533
4194304,0.009670307318806692
262144,0.008123823225908211
524288,0.008821723739629306
1048576,0.009080170855000347
2097152,0.010240850319000572
4194304,0.013169140108189481
8388608,0.01884891200295158
524288,0.013532552207252024
1048576,0.015352878279806248
2097152,0.01587490413198367
4194304,0.01795414383094851
8388608,0.023617121328328494
16777216,0.035109620763847715
1048576,0.02474421199755028
2097152,0.028301358666752208
4194304,0.029030981931093436
8388608,0.03321698548030838
16777216,0.044653970102238816
33554432,0.06725549689956978
2097152,0.04677566230572694
4194304,0.05352701005610783
8388608,0.05557965862588077
16777216,0.06410048274562286
33554432,0.08653173301386374
67108864,0.1319134603362997
4194304,0.09142776636380745
8388608,0.1048110350387077
16777216,0.10834252360078978
33554432,0.12410126648416764
67108864,0.16964580615906044
134217728,0.26077920405752764
8388608,0.17958435732506217
16777216,0.20625572642300227
33554432,0.21345958988082003
67108864,0.24549630243350862
134217728,0.33656252274241893
268435456,0.5244838988380138
16777216,0.35632393033684195
33554432,0.41029925750103047
67108864,0.4252863911265834
134217728,0.49076354794706845
268435456,0.6701995547618651
536870912,1.0339624701199668
33554432,0.7115734857518206
67108864,0.8190744234390053
134217728,0.8474854121998234
268435456,0.971733629661145
536870912,1.3363045421380733
1073741824,2.1024332282750464
67108864,1.4327305077692785
134217728,2.6326127603831395
268435456,1.6912713918636726
536870912,1.954057526409187
1073741824,2.7336184648801236
2147483648,5.192383554179656
